FID,gid,nid_id1,lat,lon,cordfrom,dmname,owname,county,city,state,water,btyear,stor,fedreg,esth,esthfr,huc02,qyr,q01,q02,q03,q04,q05,q06,q07,q08,q09,q10,q11,q12,mwhyr,mwh01,mwh02,mwh03,mwh04,mwh05,mwh06,mwh07,mwh08,mwh09,mwh10,mwh11,mwh12,cf,mw
ReAtlas_NonPowered_Dams.56,56,WI00733,43.2133262000,-91.1014343700,NHD,,CEMVP,CRAWFORD,PRAIRIE DU CHIEN,WI,MISSISSIPPI RIVER,1937,470000,CE,9,Lock/Dam lift from USACE,7,33817.3834800,13817.9091800,21491.5341600,40063.4597200,60051.3972600,58474.5555100,72369.8646900,38340.7556100,28398.3546800,19804.1254000,21845.0879000,16561.2218100,14478.7076800,190907.900600,6625.14004100,9307.14510400,19208.8417800,27863.4832200,28036.2328400,33579.1772100,18382.8734100,13615.8860400,9188.99377700,10473.8542300,7684.30622700,6941.96674500,55.9900094200,38.9232642900
ReAtlas_NonPowered_Dams.57,57,TX03956,32.3733755500,-97.6880471600,NHD,DE CORDOVA BEND DAM,BRAZOS RIVER AUTHORITY,HOOD,RAINBOW,TX,BRAZOS RIVER,1969,240640,,79,Head estimated from NID,12,1625.69781000,608.536054800,1228.85531700,2374.64486800,1673.70252400,1807.48731900,3210.26676000,2889.45665500,2018.14504900,966.467153000,531.264449800,1289.13740600,892.547425800,80557.9307200,2561.08283500,4671.26387800,9993.92256400,6816.71509000,7606.98517500,13074.8884900,12160.5577500,8493.55860000,3936.26175000,2235.87781300,5250.44461900,3756.37215400,24.5734934300,37.4228875500
ReAtlas_NonPowered_Dams.61,61,WI00589,44.1621600000,-91.8102200000,NID,,,Buffalo,MINONA,MN/WI,MISSISSIPPI,1935,106600,,9,Lock/Dam lift from USACE,7,29155.1650700,14816.7435900,14718.6294200,24659.2114800,64451.7072600,55538.5327100,47642.0357900,29609.0213200,19639.3873200,17664.3000400,24401.7973800,20448.7799600,15958.1750700,164588.468500,7104.04157300,6374.06425900,11823.1150100,29905.2003000,26628.5262200,22105.6149400,14196.3527300,9416.30818800,8196.12782000,11699.6951400,9488.10957200,7651.31274700,55.9900094200,33.5571259100
ReAtlas_NonPowered_Dams.62,62,AR01319,35.7571413400,-91.6374759000,NHD,LOCK AND DAM NO 1,City of Batesville,INDEPENDENCE,SALADO,AR,WHITE RIVER,1904,600,,14,Head estimated from NID,11,11328.5309000,12666.6158900,14989.1138400,18284.0306300,18605.7000200,14845.6190500,9644.45799800,8836.08343300,7376.74930900,6790.42025900,5595.39037400,7483.36438900,11089.0696800,99481.6590000,9447.10747100,10097.4230100,13636.7285400,13429.0048500,11072.2674400,6961.06424700,6590.19193100,5501.78075400,4901.11022200,4173.19469300,5401.25534300,8270.53050000,35.8431370300,31.6834817200
ReAtlas_NonPowered_Dams.64,64,MN00587,43.8669688700,-91.3074129000,NHD,,CEMVP,WINONA,LA CRESCENT,MN/WI,MISSISSIPPI,1937,105000,CE,8,Lock/Dam lift from USACE,7,30942.4357200,15725.0399800,15620.9112100,26170.8710700,68402.7274100,58943.1572200,50562.5890400,31424.1142800,20843.3215300,18747.1574000,25897.6769700,21702.3315700,16936.4435100,155269.399900,6701.80773800,6013.16204800,11153.6852400,28211.9552300,25120.8078200,20853.9856800,13392.5492400,8883.15284000,7732.05960000,11037.2534600,8950.88880000,7218.09218700,55.9900094200,31.6571072600
ReAtlas_NonPowered_Dams.66,66,AR01320,35.7442706100,-91.7657346300,NHD,LOCK AND DAM NO 2,Arkansas Power and Light Company,INDEPENDENCE,BATESVILLE,AR,WHITE RIVER,1905,600,,14,Head estimated from NID,11,11069.5054500,12376.9953000,14646.3896200,17865.9685500,18180.2830100,14506.1758300,9423.93867100,8634.04748900,7208.08085700,6635.15814800,5467.45247200,7312.25819700,10835.5194900,97207.0232900,9231.10053800,9866.54669700,13324.9264500,13121.9523300,10819.1014300,6801.90038200,6439.50801600,5375.98322400,4789.04694900,4077.77511800,5277.75631400,8081.42585300,35.8431370300,30.9590428700
ReAtlas_NonPowered_Dams.67,67,TX03416,29.9195402200,-95.1329876300,NHD,LAKE HOUSTON DAM,CITY OF HOUSTON,HARRIS,MAGNOLIA GARDENS,TX,SAN JACINTO RIVER,1954,281800,,62,Head estimated from NID,12,1697.65425000,1929.02075000,2164.70635700,1814.25498900,1161.42905400,1604.77693100,2103.32752400,1373.54873700,860.333411500,1209.27504100,1999.30471100,2631.35319800,1575.87268800,66021.0344200,6371.45775800,6457.98807900,5992.39226600,3712.39480200,5300.49686100,6723.08148300,4536.76185600,2841.63765000,3865.32983700,6603.60212000,8410.86409800,5205.02761000,24.5734934300,30.6698263600
ReAtlas_NonPowered_Dams.68,68,AR01321,35.8435584800,-91.8502062300,NHD,LOCK AND DAM NO 3,Arkansas College,INDEPENDENCE,NONE,AR,WHITE RIVER,1908,600,,14,Head estimated from NID,11,10960.1606700,12254.7351000,14501.7123100,17689.4881800,18000.6978400,14362.8835500,9330.84882700,8548.76020600,7136.87929900,6569.61593100,5413.44487300,7240.02757300,10728.4860200,96246.8104900,9139.91555400,9769.08476300,13193.3025700,12992.3334400,10712.2301400,6734.71108200,6375.89843500,5322.87916100,4741.74065300,4037.49477900,5225.62253800,8001.59737600,35.8431370300,30.6532288600
ReAtlas_NonPowered_Dams.70,70,MS01494,33.8087535500,-89.7706259000,NHD,GRENADA DAM,CEMVK,GRENADA,GRENADA,MS,YALOBUSHA RIVER,1954,2722100,CE,97,Head estimated from NID,8,1867.98111500,2836.31617300,3175.51526800,2505.44808500,2146.63291600,1623.28413200,1155.27447600,990.214754600,1072.26647800,1224.10713900,1488.19196400,1846.14461200,2443.43664100,113654.230400,14656.7133800,14821.5115300,12946.9467500,10734.9320300,8388.34911300,5777.32358800,5116.95204500,5540.95575900,6121.54357500,7690.25797700,9232.24310000,12626.5015400,43.0763824000,30.1191197800
ReAtlas_NonPowered_Dams.76,76,TX00002,31.1061722200,-97.4749866900,NHD,BELTON LAKE,CESWF,BELL,BELTON,TX,LEON RIVER,1954,1876700,CE,117,Head estimated by upstream/downstream pool elevation,12,803.825316800,626.139830100,726.479910200,1152.04130600,857.228277100,932.547704100,1011.37801600,974.764508900,884.618119600,671.565460300,455.723494100,549.733569000,792.153536100,59152.7752000,3913.39427000,4101.11757500,7200.29557500,5184.87538800,5828.45343200,6117.23752300,6092.30983300,5528.89197300,4061.90896900,2848.28663600,3325.01870100,4950.98532400,24.5734934300,27.4792020500
ReAtlas_NonPowered_Dams.79,79,MN00507,45.1439095300,-93.3118445000,NHD,COON RAPIDS,THREE RIVERS PARK DISTRICT,Hennepin,COON RAPIDS,MN,MISSISSIPPI RIVER,1913,2000,,23,Head estimated from NID,7,8773.17176000,4257.01959400,3855.96545800,6430.86565200,18916.4155800,17824.6510100,15683.8866600,10041.1536000,5396.77533300,5117.01099300,6677.91165600,6313.11836900,4640.25901200,126568.565500,5216.07352600,4267.44102300,7879.66024900,22430.3713100,21840.3247100,18597.3605800,12303.3014700,6612.60215400,6067.55841700,8182.36266600,7485.85737900,5685.65205100,55.9900094200,25.8054366100
ReAtlas_NonPowered_Dams.80,80,WI00727,44.3249232000,-91.9215791000,NHD,,CEMVP,BUFFALO,ALMA,MN/WI,MISSISSIPPI,1935,878000,CE,7,Lock/Dam lift from USACE,7,28206.6750800,14334.7180900,14239.7958200,23856.9860300,62354.9330100,53731.7261800,46092.1219300,28645.7662500,19000.4692300,17089.6364500,23607.9462600,19783.5303100,15439.0159700,123848.663900,5345.61178800,4796.32230300,8896.59531000,22502.9076200,20037.2931600,16633.9167100,10682.3967300,7085.53399200,6167.37909500,8803.72498200,7139.56271900,5757.41951800,55.9900094200,25.2508893700
ReAtlas_NonPowered_Dams.83,83,IA00017,41.7050090000,-93.6755387000,NHD,SAYLORVILLE DAM,CEMVR,POLK,DES MOINES,IA,DES MOINES RIVER,1975,641000,CE,94,Head estimated by upstream/downstream pool elevation,7,2020.75021000,513.719742100,738.074767100,2119.88075900,3557.42888600,4528.64964500,5040.62976700,3120.87982200,1260.39249500,821.975017900,1049.43578400,763.412150000,678.150094400,119400.164600,2578.02650500,3345.47522400,10638.3078900,17276.5455800,22726.3580900,24479.6657100,15661.6735500,6325.09322000,3991.89676500,5266.43818500,3707.48797200,3403.19589600,55.9900094200,24.3439069200
ReAtlas_NonPowered_Dams.87,87,WI00802,43.9982082000,-91.4391127000,NHD,,CEMVP,TREMPEALEAU,TREMPEALEAU,MN/WI,MISSISSIPPI RIVER,1936,180000,CE,6,Lock/Dam lift from USACE,7,29754.0767900,15121.1123500,15020.9827000,25165.7663400,65775.6881900,56679.4172800,48620.7088000,30217.2562500,20042.8238700,18027.1639200,24903.0643900,20868.8432200,16285.9913600,111979.653600,4833.31622300,4336.66777800,8043.99199700,20346.3462700,18117.0234500,15039.8088500,9658.65152300,6406.49335300,5576.32963500,7960.02187700,6455.34424900,5205.65844700,55.9900094200,22.8309757700
ReAtlas_NonPowered_Dams.89,89,IL01015,39.9407406700,-90.5332880400,NHD,,CEMVR,BROWN,MEREDOSIA,IL,ILLINOIS RIVER,1939,0,CE,10,Lock/Dam lift from USACE,7,17304.1384500,19383.1438000,23549.1455800,23642.4344900,23667.0547400,25296.9297600,23674.9446200,12896.9264700,8798.03460200,11487.3340500,8978.65763100,10578.8643000,16306.7289500,108540.388400,10326.0550700,11331.3514900,12595.1230200,12201.5216700,13476.5285100,12205.5892900,6870.62813200,4687.01005400,5922.28128600,4783.23404000,5453.92079600,8687.14502600,55.9900094200,22.1297610500
ReAtlas_NonPowered_Dams.90,90,MS03057,33.8309294800,-88.5185299700,NHD,,CESAM,MONROE,,MS,TOMBIGBEE,1981,31564,CE,27,Lock/Dam lift from USACE,3,3037.13752400,4660.54271200,5949.07687100,5294.80336700,4498.40415000,3156.89591700,1987.09030300,1385.76681500,908.406944400,1238.44263100,1173.89056000,2217.09537400,4185.82498200,51436.2871100,6703.63679600,7728.93939400,7615.94536600,6261.69652600,4540.81958500,2765.99345700,1993.26086800,1306.63542700,1723.88955300,1688.50205600,3086.15632100,6020.81176000,26.6610582900,22.0235904000
ReAtlas_NonPowered_Dams.94,94,OK10315,34.9375252800,-94.7188221600,NHD,WISTER LAKE,CESWT,LE FLORE,,OK,POTEAU RIVER,1949,427481,CE,95,Head estimated from NID,11,1099.42300000,759.669170500,979.892797100,1632.76758100,1537.52519800,1920.65171900,2038.03024500,1706.16359700,685.917715900,542.665764800,420.794853700,440.836188300,521.799065600,65513.3509100,3844.66342900,4479.28532700,8263.38892000,7530.35807500,9720.36211300,9981.68844900,8634.84400800,3471.40947700,2657.82149700,2129.63043400,2159.08939500,2640.80979300,35.8431370300,20.8650627400
ReAtlas_NonPowered_Dams.98,98,KY03003,37.5314046800,-87.2647954400,NHD,,CELRL,MCLEAN,RUMSEY KENTUCKY,KY,GREEN RIVER,1956,53700,CE,14,Lock/Dam lift from USACE,5,9689.81217300,16496.1228000,17068.7587400,15203.1979700,12676.1056300,10359.2990200,5727.26451900,2485.51120100,2272.78596600,4232.54936800,5673.93603300,9262.77606800,15312.2222000,85091.2266800,12303.2581300,11498.3767000,11338.9595500,9149.21146300,7726.24764300,4133.75809000,1853.76201900,1695.10573900,3054.92004700,4231.77618700,6685.57832100,11420.2727900,47.9796686500,20.2452635100
ReAtlas_NonPowered_Dams.100,100,MS01496,34.7576902800,-90.1242616400,NHD,ARKABUTLA DAM,CEMVK,DESOTO,TUNICA,MS,COLDWATER RIVER,1943,1383800,CE,84,Head estimated from NID,8,1432.79879800,2175.54148300,2435.71759000,1921.75551300,1646.53327500,1245.10870900,886.130950900,759.525082600,822.461270500,938.927713800,1141.48887300,1416.04953100,1874.19083400,75492.8610500,9735.46891100,9844.93324200,8599.78593800,7130.49333500,5571.81612900,3837.48748600,3398.84708600,3680.48423500,4066.12967200,5108.12114000,6132.35814600,8386.93573300,43.0763824000,20.0061055100
ReAtlas_NonPowered_Dams.101,101,KY03004,37.2136840800,-86.9005052400,NHD,,CELRL,OHIO,PARADISE KENTUCKY,KY,GREEN RIVER,1836,40070,CE,17,Lock/Dam lift from USACE,5,7816.84542600,13307.5481500,13769.4979400,12264.5358300,10225.9111500,8356.92557300,4620.22799400,2005.08085400,1833.47378300,3414.42987500,4577.20749700,7472.35214100,12352.4865000,83353.1151900,12051.9462800,11263.5057100,11107.3448900,8962.32557400,7568.42785000,4049.32009700,1815.89624600,1660.48075000,2992.51888200,4145.33603300,6549.01570500,11186.9971800,47.9796686500,19.8317247000
ReAtlas_NonPowered_Dams.103,103,AL01137,33.2667896200,-87.5060699700,NHD,LAKE TUSCALOOSA DAM,TUSCALOOSA CITY OF,TUSCALOOSA,HOLT,AL,NORTH RIVER,1971,180000,,117,Head estimated from NID,3,627.925836900,963.563605400,1229.96704700,1094.69650600,930.041582900,652.685792000,410.829385000,286.506218500,187.812434000,256.047057200,242.700966400,458.382755800,865.416081500,46082.4547000,6005.87749200,6924.45974500,6823.22689100,5609.93731700,4068.18074600,2478.09037900,1785.78896000,1170.63208200,1544.45561100,1512.75148100,2764.92855300,5394.12544800,26.6610582900,19.7312279700
ReAtlas_NonPowered_Dams.104,104,KS00004,38.2418647400,-95.7567677600,NHD,JOHN REDMOND LAKE,CESWT,COFFEY,,KS,GRAND NEOSHO RIVER,1964,626007,CE,80,Head estimated from NID,11,1229.91554000,813.212898300,1111.39369900,1733.53448600,1760.03409900,2615.81793300,2643.33694000,1629.92811800,667.417514600,663.262281800,310.929875000,317.952158100,495.694148400,61717.2641300,3465.80772000,4278.23340400,7388.09875700,7259.06774000,11148.2761800,10902.1535000,6946.54187700,2844.44673600,2735.55258800,1325.14273100,1311.35882900,2112.58406000,35.8431370300,19.6560635300
ReAtlas_NonPowered_Dams.106,106,MN00588,44.0888084000,-91.6681651700,NHD,,CEMVP,WINONA,WINONA,MN/WI,MISSISSIPPI,1936,260000,CE,5,Lock/Dam lift from USACE,7,30495.3479300,15497.8286000,15395.2043900,25792.7277000,67414.3752100,58091.4865100,49832.0093100,30970.0667000,20542.1560200,18476.2794000,25523.4809900,21388.7542100,16691.7285500,95641.1935200,4128.10825100,3703.92360300,6870.32840500,17377.7001200,15473.6480200,12845.4163000,8249.40004100,5471.75000600,4762.71183500,6798.60999700,5513.47328200,4446.12365500,55.9900094200,19.4998082300
ReAtlas_NonPowered_Dams.109,109,TX04101,31.5510468200,-97.0976088300,NHD,LAKE BRAZOS DAM,CITY OF WACO,MCLENNAN,WACO TEXAS,TX,BRAZOS RIVER,1970,10000,,24,Head estimated from NID,12,2669.64524000,999.309571600,2017.96897700,3899.53122300,2748.47634600,2968.17150700,5271.75058200,4744.93116600,3314.10382000,1587.08735300,872.417740200,2116.96141800,1465.69982000,41026.1749500,1304.29656600,2378.95992800,5089.65922900,3471.58552100,3874.05066000,6658.71948100,6193.07330100,4325.56072400,2004.64140200,1138.67763800,2673.92245000,1913.02805100,24.5734934300,19.0585572200
ReAtlas_NonPowered_Dams.110,110,TX03517,31.8964054200,-100.517043300,NHD,ROBERT LEE DAM,COLORADO RIVER MUNICIPAL WATER DISTRICT,COKE,ROBERT LEE,TX,COLORADO RIVER,1969,810000,,139,Head estimated from NID,12,465.398780000,53.3591824700,51.9124551600,1233.60152300,260.892995900,390.312112600,1065.43178000,196.306215500,720.614613000,306.125227300,320.455275200,895.577878000,71.6791275100,40577.1397600,395.124706900,347.210560700,9134.81836900,1869.59268600,2890.26090600,7635.02085200,1453.64738200,5336.15067900,2193.73266100,2372.97107700,6417.82599400,530.783886500,24.5734934300,18.8499595900
ReAtlas_NonPowered_Dams.111,111,MN00595,44.6119244600,-92.6102268300,NHD,,CEMVP,GOODHUE,RED WING,MN/WI,MISSISSIPPI,1938,11100000,CE,8,Lock/Dam lift from USACE,7,18391.0530300,9346.38910500,9284.49877000,15555.0093800,40656.0814600,35033.6586300,30052.5551600,18677.3451600,12388.5086200,11142.6252600,15392.6327900,12899.0728000,10066.4031000,92286.4571200,3983.30960800,3574.00377600,6629.34290600,16768.1552100,14930.8901500,12394.8470000,7960.04185200,5279.82142200,4595.65366600,6560.14011200,5320.08120100,4290.17021700,55.9900094200,18.8158276800
ReAtlas_NonPowered_Dams.112,112,IA00012,41.7247558700,-91.5281024400,NHD,CORALVILLE DAM,CEMVR,JOHNSON,IOWA CITY,IA,IOWA RIVER,1958,420960,CE,93,Head estimated from NID,7,1575.06182000,539.894884500,779.813886400,1717.05343600,2789.35218100,3091.08400800,3776.64695100,2178.19116300,1080.33273600,816.738599700,853.469854100,661.505314600,595.957275900,91880.2023100,2674.86815600,3489.63874400,8507.01069600,13373.8386800,15314.5406900,18107.5259700,10791.6825100,5352.42640200,3915.93802700,4228.45150100,3171.65592200,2952.62501200,55.9900094200,18.7329984000
ReAtlas_NonPowered_Dams.113,113,OK10303,35.8579392800,-95.3709818300,NHD,CHOUTEAU LOCK AND DAM,CESWT,WAGONER,,OK,VERDIGRIS RIVER,1970,23340,CE,21,Lock/Dam lift from USACE,11,4460.05306000,2224.69615300,3365.07394000,6542.24934100,5575.35570800,9753.06297100,10848.5441900,7531.64811000,2350.29783300,1984.94572700,930.003380600,1062.44838600,1298.96080100,58749.0313300,2488.85856800,3400.32527000,7319.08188900,6036.17268400,10911.1504100,11745.2032700,8425.96275500,2629.37430400,2149.00641400,1040.43281500,1150.26238000,1453.20057100,35.8431370300,18.7107239500
ReAtlas_NonPowered_Dams.114,114,TX00021,33.3047310200,-94.1603954300,NHD,WRIGHT PATMAN DAM AND LAKE,CESWF,BOWIE,TEXARKANA,TX,SULPHUR RIVER,1954,6505000,CE,40,Head estimated by upstream/downstream pool elevation,11,2303.90444200,3209.38368900,3986.01763600,5685.72633300,3714.54170300,1885.75356400,1998.94622800,1444.38788700,278.795232100,255.606406200,949.934891800,1361.74242900,2978.00306200,58672.1341600,6941.57298100,7787.02925700,12297.6521700,7775.01172000,4078.69462100,4184.05057700,3124.06521200,603.005947100,535.016958500,2054.61329000,2850.30138200,6441.12003900,35.8431370300,18.6862333100
ReAtlas_NonPowered_Dams.118,118,LA00174,31.5795002200,-91.9791345000,NHD,LITTLE RIVER CLOSURE DAM,CEMVK,CATAHOULA,JONESVILLE,LA,LITTLE RIVER,1972,149300,CE,38,Head estimated from NID,8,2831.18160800,4938.88038600,7694.19456700,5878.63408800,4101.56902100,1677.51494800,1291.75100600,1138.57484000,120.925050800,821.136640100,395.720399500,1543.65590100,4727.18454200,68370.6719000,10129.7670300,14253.7931100,12057.2253400,8141.05210000,3440.62505500,2563.94862200,2335.24543500,248.020299400,1629.84363600,811.632423000,3063.94529800,9695.57356200,43.0763824000,18.1186784700
ReAtlas_NonPowered_Dams.120,120,OK10302,36.0592545400,-95.5370597600,NHD,NEWT GRAHAM LOCK AND DAM,CESWT,WAGONER,,OK,VERDIGRIS RIVER,1970,23500,CE,21,Lock/Dam lift from USACE,11,4259.82277000,2124.82031100,3214.00180700,6248.54061900,5325.05485400,9315.20750100,10361.5080200,7193.52117200,2244.78321000,1895.83327600,888.251669500,1014.75066900,1240.64506000,56111.5435200,2377.12337900,3247.67055800,6990.49793100,5765.18384300,10421.3035900,11217.9123600,8047.68632100,2511.33078000,2052.52859800,993.723468700,1098.62232900,1387.96036700,35.8431370300,17.8707219100
ReAtlas_NonPowered_Dams.121,121,IL00115,37.9840564700,-89.9460771700,NHD,,CEMVS,RANDOLPH,CHESTER,IL/MO,KASKASKIA RIVER,1974,25246,CE,29,Lock/Dam lift from USACE,7,4813.22507300,7961.40112000,8994.82475500,8117.51507900,5907.40268900,6378.63298800,5335.14997500,3381.04120100,1855.42867700,1580.05201700,1223.78626900,2460.95146400,4839.14222200,87553.9125600,12299.7907400,12551.5471300,12540.9755600,8832.10766500,9854.52809300,7976.53748600,5223.46489600,2866.50353700,2362.32237200,1890.66155500,3679.34766500,7476.12585100,55.9900094200,17.8509326600
ReAtlas_NonPowered_Dams.123,123,OK10306,34.1127531500,-95.0787477000,NHD,PINE CREEK LAKE,CESWT,MCCURTAIN,,OK,LITTLE RIVER,1969,968210,CE,86,Head estimated by upstream/downstream pool elevation,11,991.252000000,1212.03745500,1168.75100500,1542.39445400,1594.15139200,1100.38507000,1076.58026800,1171.29318100,728.403286400,429.065789800,293.410607900,641.073922900,947.424677500,53620.9142400,5568.45876700,4849.95045600,7086.21658600,7087.74510600,5055.49466800,4786.57583300,5381.26751400,3346.50026600,1907.66634100,1348.01516600,2850.27418600,4352.74935500,35.8431370300,17.0774922100
ReAtlas_NonPowered_Dams.131,131,TX00237,32.1808038200,-96.0689874300,NHD,JOE B HOGSETT DAM,TARRANT REGIONAL WATER DISTRICT,HENDERSON,TRINIDAD,TX,CEDAR CREEK,1966,1085000,,90,Head estimated from NID,12,608.125250000,505.193997500,658.893407400,1110.92527300,971.616054700,674.211839900,919.591481200,694.749819100,382.482063200,307.991192500,303.232724500,358.085076000,419.468370300,34330.2476000,2422.20508100,2853.41032600,5326.44658000,4508.23941900,3232.57867600,4266.84856200,3331.05015000,1833.84996900,1429.06040700,1453.88078500,1661.49298100,2011.18465900,24.5734934300,15.9479890300
ReAtlas_NonPowered_Dams.133,133,IL00002,41.3980944700,-88.2812422400,NHD,,CEMVR,GRUNDY,MORRIS,IL,ILLINOIS RIVER,1933,0,CE,22,Lock/Dam lift from USACE,7,5562.64276000,6514.09708200,7223.17155600,7688.18826300,7634.41310600,6967.52010400,6654.12055200,4111.91549300,3483.38810700,3896.49805300,3394.10569100,3734.58512000,5599.73038600,76761.8160400,7634.61475000,7646.40271900,9010.66637000,8659.00753400,8166.03300200,7547.15250400,4819.22364300,4082.58057600,4419.43677000,3977.94031100,4235.79393000,6562.96393100,55.9900094200,15.6505856600
ReAtlas_NonPowered_Dams.136,136,MS01493,34.3986942100,-89.7871732400,NHD,SARDIS DAM,CEMVK,PANOLA,BATESVILLE,MS,LITTLE TALLAHATCHIE RIVER,1940,3016000,CE,40,Head estimated by upstream/downstream pool elevation,8,2200.47809600,3341.17489800,3740.75076800,2951.41293800,2528.72937200,1912.22552900,1360.91107100,1166.47104200,1263.12781100,1441.99581300,1753.08722000,2174.75473800,2878.36358000,55996.8307000,7221.28419500,7302.47936400,6378.89133500,5289.04352700,4132.89468800,2846.45639400,2521.09487100,2729.99923100,3016.05173800,3788.94892400,4548.67673700,6221.00969200,43.0763824000,14.8395290300
ReAtlas_NonPowered_Dams.137,137,KY03002,37.8583130100,-87.4106210400,NHD,,CELRL,HENDERSON,SPOTTSVILLE,KY,GREEN RIVER,1970,62400,CE,8,Lock/Dam lift from USACE,5,12361.3354500,21044.1754600,21774.6896300,19394.7856500,16170.9629800,13215.4027300,7306.29620900,3170.77742900,2899.40292400,5399.48160300,7238.26482800,11816.5636400,19533.8683300,62029.2841500,8968.75417700,8382.01661400,8265.80566800,6669.53644600,5632.23294800,3013.40179400,1351.34414600,1235.68785700,2226.95700900,3084.85443000,4873.61216400,8325.08089700,47.9796686500,14.7582688900
ReAtlas_NonPowered_Dams.138,138,MS03058,33.9777147500,-88.5151634400,NHD,,CESAM,MONROE,,MS,TOMBIGBEE,1979,4386,CE,30,Lock/Dam lift from USACE,3,1819.01837100,2791.31673900,3563.05239100,3171.19146400,2694.20785900,1890.74469600,1190.11856900,829.970745200,544.067862200,741.734570400,703.072704600,1327.87441600,2506.99630100,34229.4349400,4461.08598600,5143.39667600,5068.20225700,4166.98688600,3021.79059400,1840.69260100,1326.46030700,869.529953700,1147.20110300,1123.65169600,2053.75218400,4006.68469800,26.6610582900,14.6560939200
ReAtlas_NonPowered_Dams.139,139,MN00093,48.4997215200,-92.6386821700,NHD,KETTLE FALLS,BOISE CASCADE CORP,St. Louis,INTERNATIONAL FALLS,MN,NAMAKAN RIVER,1914,702500,,20,Head estimated from NID,9,4800.92197100,2908.69543800,2459.29192000,2450.14616200,7001.67009400,8510.53622500,8809.89230200,6336.23410700,3657.34127000,3095.72868200,3862.89644700,4876.96945900,3562.81259800,60227.6659900,3099.12051500,2366.71866300,2610.55115500,7219.40523000,9067.69992600,9083.85880900,6751.05164000,3896.77833300,3191.99841500,4115.79069700,5028.63150500,3796.06110300,46.9127453000,14.6555148100
ReAtlas_NonPowered_Dams.143,143,IL01014,40.6326816000,-89.6252726400,NHD,,CEMVR,TAZEWELL,NORTH PEKIN,IL,ILLINOIS RIVER,1939,0,CE,11,Lock/Dam lift from USACE,7,10221.9861000,11450.1064000,13911.0675400,13966.1756300,13980.7194300,14943.5272500,13985.3801800,7618.53608100,5197.21843800,6785.85468700,5303.91696600,6249.19895100,9632.79143500,70529.2655300,6709.84406000,7363.08309000,8184.27858100,7928.51743500,8757.01360400,7931.16056400,4464.51650900,3045.60709200,3848.28316500,3108.13319100,3543.94372200,5644.88452100,55.9900094200,14.3798618800
ReAtlas_NonPowered_Dams.144,144,MO30203,37.1353535400,-90.7722075700,NHD,CLEARWATER DAM,CESWL,WAYNE,LEEPER,MO,BLACK,1942,413000,CE,77,Head estimated by upstream/downstream pool elevation,11,922.913018900,1031.92415800,1221.13347500,1489.56383300,1515.76960300,1209.44323900,785.714928800,719.858251000,600.969184500,553.202115800,455.845393300,609.654904400,903.404587000,44841.4507700,4258.29252200,4551.42286000,6146.76813400,6053.13648600,4990.83489700,3137.70621500,2970.53517200,2479.93281700,2209.18001300,1881.07140800,2434.62089400,3727.94935200,35.8431370300,14.2813590000
ReAtlas_NonPowered_Dams.156,156,TX00016,31.5918316800,-97.2115894300,NHD,WACO LAKE,CESWF,MCLENNAN,WACO,TX,BOSQUE RIVER,1965,969000,CE,96,Head estimated by upstream/downstream pool elevation,12,480.335250000,179.800524000,363.082562000,701.622176800,494.518917000,534.047513700,948.518400700,853.730549500,596.289298400,285.556293900,156.969543000,380.893751900,263.715672300,29092.6382100,924.907773400,1686.97717000,3609.19863300,2461.78401200,2747.18163200,4721.85664500,4391.65584300,3067.35817600,1421.53898400,807.463445200,1896.14212200,1356.57377400,24.5734934300,13.5148770400
ReAtlas_NonPowered_Dams.164,164,LA00181,32.7114887500,-93.9161369600,NHD,CADDO DAM,CEMVK,CADDO,SHREVEPORT,LA,CYPRESS BAYOU,1971,755000,CE,34,Head estimated from NID,11,1883.95033800,2624.37945500,3259.44910500,4649.33607900,3037.45761700,1542.01971200,1634.57969600,1181.10586500,227.976630600,209.014647700,776.781418400,1113.52496400,2435.17472900,40178.1334900,4753.52481900,5332.48543800,8421.31819000,5324.25594000,2793.05226100,2865.19904300,2139.33089200,412.932881800,366.374652800,1406.98013200,1951.85996000,4410.81928400,35.8431370300,12.7961593200
ReAtlas_NonPowered_Dams.167,167,LA00015,32.7120809500,-92.3406040300,NHD,,STATE OF LOUISIANA,UNION,POINT,LA,BAYOU DARBONNE,1961,240000,,51,Head estimated from NID,8,1496.01489000,2529.20048000,2859.23254400,3235.99372800,2519.94303400,1236.19993400,870.666521600,586.151320500,207.730236400,663.605742200,426.143754000,709.742615300,2200.13494100,47857.2216800,6871.69145700,7016.59179700,8792.00784000,6625.68339800,3358.68373900,2289.24251000,1592.53924400,564.391040600,1744.81783500,1157.80793800,1866.12546400,5977.63941300,43.0763824000,12.6824790200
ReAtlas_NonPowered_Dams.170,170,LA00002,32.3225802800,-93.4170183000,NHD,LAKE BISTINEAU,STATE OF LOUISIANA,,EAST POINT,LA,LOGGY BAYOU,1941,318000,,43,Head estimated from NID,11,1450.29713200,2492.19297800,3108.73716300,3044.77810300,2388.72869500,1491.68071300,1000.33173400,733.787842000,159.781471000,174.620948800,418.036328300,707.279251400,1794.74235800,39117.1165200,5709.00394400,6432.19226500,6974.84117600,5295.47671200,3417.07530100,2217.59524900,1680.92829100,366.020230600,387.110168700,957.618879400,1567.93896800,4111.31533200,35.8431370300,12.4582406300
